instance_id,artist_name,track_name,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,obtained_date,valence,music_genre
49587.0,Stephen Stills,Treetop Flyer - Demo,42.0,0.8740000000000001,0.6709999999999999,424227.0,0.241,0.000171,G,0.135,-12.758,Major,0.0622,154.66899999999998,4-Apr,0.598,Blues
61752.0,"Albert Hammond, Jr.",Far Away Truths,50.0,0.0008289999999999,0.419,218000.0,0.866,0.0003,A,0.104,-3.944,Major,0.0463,162.061,4-Apr,0.764,Blues
23377.0,Blues Traveler,Just Wait,38.0,0.108,0.4589999999999999,334467.0,0.556,2.91e-06,G,0.085,-8.021,Major,0.0304,?,4-Apr,0.299,Blues
54950.0,Clutch,Ghoul Wrangler,32.0,0.0114,0.368,267748.0,0.868,8.71e-05,A,0.243,,Major,0.0641,177.96099999999998,4-Apr,0.557,Blues
57010.0,Tyree Neal,Bring It On Home,20.0,0.157,0.8809999999999999,184507.0,,0.0,G,0.119,,Minor,0.0407,95.00299999999999,4-Apr,0.7709999999999999,Blues
21951.0,Pee Wee Crayton,Let The Good Times Roll,23.0,0.265,0.619,173000.0,0.8390000000000001,0.0036299999999999,A,0.0789,-10.204,Major,0.416,162.385,4-Apr,0.743,Blues
25040.0,Tyler Bryant & the Shakedown,Lipstick Wonder Woman,29.0,0.0232,0.455,-1.0,0.8370000000000001,5.51e-05,B,0.1119999999999999,-5.178999999999999,Major,0.0543,79.521,4-Apr,0.387,Blues
82456.0,,Find a Way,40.0,0.0069999999999999,0.442,236787.0,0.78,0.0,F,0.1669999999999999,-5.5760000000000005,Major,0.0479,154.001,4-Apr,0.6659999999999999,Blues
42720.0,North Mississippi Allstars,Dyin' days,,0.924,,-1.0,,0.00497,D,0.159,-13.880999999999998,Major,0.044,152.847,4-Apr,0.275,Blues
68535.0,The Band,Across The Great Divide - Remastered,38.0,0.331,0.723,173560.0,0.486,0.00326,G,0.281,-10.101,Major,0.0551,110.834,4-Apr,0.716,Blues
90865.0,Dan Sartain,We’re Gonna Have A Party,30.0,0.175,0.402,189586.0,0.951,4.1e-05,A,0.3,,Major,0.0482,174.075,4-Apr,0.5710000000000001,Blues
71379.0,Television,Carried Away - Remastered,36.0,0.0997,0.616,312253.0,0.367,0.177,D,0.246,-11.135,Major,0.0323,116.52600000000001,4-Apr,0.366,Blues
69526.0,New York Dolls,Jet Boy,32.0,0.00695,0.363,280400.0,0.825,2.62e-06,A,0.246,-8.968,Minor,0.0493,86.67299999999999,4-Apr,0.4039999999999999,Blues
27376.0,Leaf Hound,Freelance Fiend - Remastered,28.0,0.00531,0.257,190533.0,0.818,0.000242,D,0.33,-4.904,Major,0.0909,165.15400000000002,4-Apr,0.741,Blues
53862.0,The Paul Butterfield Blues Band,Mystery Train,26.0,0.619,0.6629999999999999,155280.0,0.8809999999999999,0.00128,A,0.481,-8.562000000000001,Major,0.0418,?,4-Apr,0.841,Blues
62569.0,,Blue Moon Nights,40.0,0.165,0.6779999999999999,153027.0,0.8140000000000001,1.88e-05,A,0.206,-5.591,Major,0.0279999999999999,108.383,4-Apr,0.847,Blues
82123.0,Justin Townes Earle,Flint City Shake It,34.0,0.7509999999999999,0.532,224261.0,0.667,0.0346,D,0.113,-9.181,Major,0.246,169.502,4-Apr,0.778,Blues
33905.0,,Om Sweet Om,30.0,0.3879999999999999,0.77,215493.0,0.565,0.000179,C,0.0846,-7.185,Major,0.0333,114.069,4-Apr,0.266,Blues
91456.0,empty_field,Don't Start Me To Talkin',29.0,0.484,0.595,156893.0,0.759,1.18e-05,G,0.384,-11.162,Major,0.102,114.20700000000001,4-Apr,0.637,Blues
41304.0,MC5,Let Me Try,,0.883,0.747,253707.0,0.193,0.0004,G,0.181,,Major,0.0432,123.84700000000001,3-Apr,0.256,Blues
57356.0,Ella Mae Morse,Mr. Five By Five,,0.843,0.7609999999999999,182227.0,0.182,2.22e-05,E,0.0761,-12.773,Minor,0.103,128.326,4-Apr,0.586,Blues
70782.0,Krokus,Screaming in the Night,49.0,0.0218,0.475,397773.0,0.5760000000000001,0.0221,A,0.391,-13.059,Major,0.0312,96.37799999999999,4-Apr,0.524,Blues
42803.0,,1921 - Remixed Album Version,28.0,0.0365,0.65,169773.0,,0.0,G#,0.129,-8.87,Major,0.0379,78.061,4-Apr,0.183,Blues
48777.0,empty_field,"Rock And Roll, Hootchie Koo",25.0,0.0125,0.377,220495.0,0.907,7.69e-06,G,0.195,-9.335,Major,0.0759,199.56599999999997,4-Apr,0.657,Blues
91391.0,empty_field,Life To Fix,39.0,0.0949,0.619,239027.0,0.847,2.98e-05,A,0.574,-5.482,Major,0.0407,114.79700000000001,4-Apr,0.396,Blues
26989.0,R.L. Burnside,See My Jumper Hangin' On The Line,25.0,0.8290000000000001,0.525,171293.0,,0.00339,E,0.335,,Major,0.0559,175.28799999999998,4-Apr,0.1369999999999999,Blues
77680.0,Slim Harpo,Rainin' In My Heart,24.0,0.251,0.502,154467.0,,0.000223,G,0.173,-10.395,Major,0.0269,114.37899999999999,3-Apr,0.772,Blues
37734.0,Albert King,Ask Me No Questions,,0.203,0.606,302640.0,,0.000295,A#,0.607,-5.593999999999999,Minor,0.0779,124.36399999999999,4-Apr,0.736,Blues
74840.0,The Band,Mannish Boy (feat. Muddy Waters) - Concert Version,33.0,0.33,0.3379999999999999,400667.0,,0.0065,G,0.972,-6.277,Major,0.273,179.33700000000002,3-Apr,0.525,Blues
87573.0,Jefferson Airplane,How Do You Feel,32.0,0.542,0.494,208520.0,0.513,0.0,A,0.102,-10.771,Major,0.0368,107.927,4-Apr,0.3379999999999999,Blues
30079.0,Eagles Of Death Metal,Stuck in the Metal,31.0,0.281,0.6940000000000001,198320.0,0.982,0.0,A,0.156,-4.013,Minor,0.1369999999999999,126.16,4-Apr,0.602,Blues
89110.0,J.J. Cale,Clyde,37.0,0.6809999999999999,0.693,153027.0,0.596,0.1169999999999999,F#,0.0509,-12.864,Minor,0.0343,98.68299999999999,4-Apr,0.753,Blues
72914.0,Eric Clapton,I Shot The Sheriff - Full Length Version,39.0,0.0195,,410147.0,0.762,0.0556,G,0.129,-7.166,Major,0.0435,94.189,4-Apr,0.515,Blues
50859.0,Jack White,Corporation,34.0,0.103,0.7759999999999999,339000.0,0.795,0.584,E,0.108,-7.547999999999999,Major,0.162,103.41,4-Apr,0.45,Blues
45855.0,The Allman Brothers Band,Revival,39.0,0.185,0.629,246253.0,0.851,0.000127,A,0.16,-9.291,Major,0.0352,100.194,4-Apr,0.942,Blues
85615.0,Kenny Wayne Shepherd,Woman Like You,38.0,0.00336,0.3429999999999999,259720.0,0.901,8.72e-06,G,0.258,-4.298,Major,0.0444,174.13400000000001,4-Apr,0.6679999999999999,Blues
53758.0,Champion Jack Dupree,"One Scotch, One Bourbon, One Beer - Bonus track",31.0,0.109,0.431,-1.0,0.6679999999999999,0.000157,C,0.183,-7.694,Major,0.0538,175.706,4-Apr,0.901,Blues
42151.0,The Originals,"Baby, I'm For Real",45.0,0.634,0.341,201867.0,,0.0,F,0.121,,Major,0.0288,150.17,3-Apr,0.377,Blues
69369.0,The Who,Substitute - Single Version,37.0,0.0704,0.373,229040.0,0.904,0.0,D,0.0905,-6.348,Major,0.0467,135.428,4-Apr,0.76,Blues
47916.0,Steppenwolf,The Pusher,51.0,0.222,0.474,352907.0,0.382,0.0195,C,0.149,-13.291,Major,0.0252,80.8,4-Apr,0.69,Blues
25711.0,Janis Joplin,"Work Me, Lord",35.0,0.31,0.473,395973.0,0.341,0.0216,E,0.2189999999999999,-10.407,Major,0.0434,?,4-Apr,0.228,Blues
68397.0,The Record Company,On The Move,39.0,0.177,0.565,248227.0,0.813,0.0106,F,0.0969999999999999,-3.825,Minor,0.0338,91.042,4-Apr,0.6759999999999999,Blues
51311.0,Hanni El Khatib,Pay No Mind,28.0,0.0267,0.431,-1.0,0.7190000000000001,3.74e-06,D,0.303,-5.697,Major,0.0412,103.555,4-Apr,0.5720000000000001,Blues
38631.0,George Thorogood & The Destroyers,Who Do You Love?,52.0,0.00525,0.524,260160.0,0.91,0.192,E,0.147,,Major,0.0628,107.23700000000001,4-Apr,0.59,Blues
26515.0,Kenny Wayne Shepherd,Diamonds & Gold,42.0,0.0418,0.5710000000000001,317773.0,0.852,2.37e-05,G#,0.0527,-5.752000000000001,Major,0.0323,92.155,4-Apr,0.804,Blues
66462.0,Joe Bonamassa,"Some Other Day, Some Other Time - Live",26.0,0.0809,0.645,241135.0,0.82,0.0017399999999999,F,0.7809999999999999,-8.109,Minor,0.0365,121.85600000000001,4-Apr,0.816,Blues
68530.0,Robin Trower,Bridge of Sighs - 2007 Remaster,45.0,0.00549,0.359,301707.0,0.521,0.407,E,0.6579999999999999,-10.338,Minor,0.035,95.965,4-Apr,0.325,Blues
90193.0,Cannonball Adderley,One For Daddy-O - Remastered,47.0,0.581,,505453.0,0.434,0.0,F,0.131,-7.257000000000001,Minor,0.031,108.416,4-Apr,0.405,Blues
34067.0,Jackie Greene,Gone Wanderin',33.0,0.0504,0.649,176733.0,,0.0,A,0.0918,,Major,0.0391,114.04700000000001,4-Apr,0.765,Blues
90126.0,Kenny Wayne Shepherd,Blue on Black - Live,27.0,0.0038799999999999,0.3389999999999999,332653.0,0.69,0.000987,G,0.983,-8.307,Major,0.0306,154.623,4-Apr,0.421,Blues
39145.0,,Satellite,,0.0201,0.578,253400.0,0.8370000000000001,0.6890000000000001,G,0.0857,-4.604,Minor,0.0348,142.004,4-Apr,0.72,Blues
68502.0,,Lazy Sunday (Mono Version) (2018 Remaster),37.0,0.1009999999999999,0.5770000000000001,182854.0,0.644,1.18e-05,D,0.695,-8.056000000000001,Major,0.055,134.084,4-Apr,0.313,Blues
66267.0,empty_field,Elevator,32.0,0.409,0.303,223867.0,0.488,0.2789999999999999,A,0.418,-8.138,Minor,0.0511,97.88600000000001,3-Apr,0.626,Blues
78202.0,Southern Avenue,Whiskey Love,34.0,0.466,0.52,169564.0,0.7490000000000001,1.56e-05,F,0.0744,-3.21,Minor,0.054,96.589,4-Apr,0.5870000000000001,Blues
34744.0,J.J. Cale,Mama Don't,33.0,0.171,0.5760000000000001,-1.0,0.653,0.0436,B,0.131,-14.564,Minor,0.0311,?,4-Apr,0.915,Blues
40835.0,Bonnie Raitt,Will The Sun Ever Shine Again,28.0,0.92,0.3429999999999999,156400.0,0.187,6.78e-06,C,0.136,-12.742,Major,0.0366,140.57,3-Apr,0.192,Blues
61038.0,Eric Clapton,Key to the Highway,47.0,0.3279999999999999,0.7979999999999999,219960.0,0.5379999999999999,0.00206,G,0.182,-11.412,Major,0.0363,81.018,4-Apr,0.677,Blues
61562.0,empty_field,Fire,42.0,0.00013,0.5379999999999999,193160.0,0.955,0.00212,C,0.294,-2.575,Major,0.057,117.969,4-Apr,0.52,Blues
76050.0,Aretha Franklin,Until You Come Back to Me (That's What I'm Gonna Do),43.0,0.624,0.68,206213.0,0.54,0.000908,D,0.1159999999999999,-9.831,Major,0.0275,94.54799999999999,4-Apr,0.718,Blues
69700.0,Louis Jordan,Saturday Night Fish Fry - Pts. 1 & 2,30.0,0.688,0.64,324453.0,0.581,0.0,F,0.733,-6.761,Minor,0.0438,175.435,4-Apr,0.878,Blues
53011.0,The Bones of J.R. Jones,13 Kinds,,0.7809999999999999,0.654,217227.0,0.5920000000000001,0.124,A,0.087,-8.148,Minor,0.0613,127.176,4-Apr,0.405,Blues
53039.0,,Call It Stormy Monday,32.0,0.627,0.369,-1.0,0.612,0.0636,C#,0.563,-9.089,Major,0.0795,177.951,3-Apr,0.647,Blues
89899.0,Black Rebel Motorcycle Club,Conscience Killer,29.0,0.00118,0.41,225093.0,0.988,0.0801,B,0.312,-2.381,Minor,0.141,148.106,4-Apr,0.152,Blues
30979.0,Nellie Tiger Travis,Mr Sexy Man,33.0,0.0227,0.887,250390.0,0.7959999999999999,0.0438,F#,0.0649,-5.392,Minor,0.0456,111.589,4-Apr,0.937,Blues
21618.0,The Arcs,Virginia Slim,33.0,0.0949,0.511,266844.0,0.856,0.669,F#,0.0617,-7.58,Major,0.037,93.494,3-Apr,0.4529999999999999,Blues
47087.0,Bonnie Raitt,All Alone With Something To Say,28.0,0.778,0.583,191520.0,,0.000366,D,0.0902,-10.036,Major,0.0328,166.047,4-Apr,0.359,Blues
27119.0,Blind Faith,Well All Right,34.0,0.134,0.437,267000.0,0.65,0.0446,D,0.128,-11.431,Major,0.0299,110.461,4-Apr,0.777,Blues
82647.0,empty_field,Hoo Doo,28.0,0.0684,0.731,146685.0,0.534,0.0433,C,0.214,,Major,0.0571,?,4-Apr,0.6729999999999999,Blues
78119.0,Willie Clayton,Unconditionally,22.0,0.2,0.5379999999999999,279787.0,0.511,5.82e-06,F#,0.153,-7.55,Minor,0.0426,143.361,3-Apr,0.172,Blues
43437.0,James Cotton,Down Home Blues,27.0,0.612,0.677,383933.0,0.503,0.000272,G,0.288,-13.637,Major,0.0335,111.147,4-Apr,0.8440000000000001,Blues
58537.0,The White Stripes,I'm Lonely (But I Ain't That Lonely Yet),28.0,0.986,0.511,259573.0,0.172,0.0049,C,0.104,-13.418,Major,0.0456,107.449,3-Apr,0.165,Blues
35598.0,Flamin' Groovies,Headin' for the Texas Border,,0.0387,0.516,310187.0,0.841,0.0124,A,0.305,,Major,0.034,90.359,4-Apr,0.883,Blues
47785.0,Guy Davis,Maybe I'll Go,24.0,0.8809999999999999,0.598,180507.0,0.249,0.0097299999999999,C#,0.108,-13.274,Major,0.0472,156.868,4-Apr,0.7509999999999999,Blues
60983.0,,Purple Rain - Live,35.0,0.0166,0.362,-1.0,0.449,0.0090599999999999,A#,0.1119999999999999,,Major,0.0321,123.936,4-Apr,0.348,Blues
30432.0,The Heavy,Since You Been Gone,29.0,0.0154,0.638,189282.0,0.931,0.00755,C#,0.0684,-1.239,Major,0.0832,122.101,4-Apr,0.644,Blues
87260.0,Buddy Guy,Back Up Mama,28.0,0.596,0.379,281947.0,0.432,0.331,G,0.174,,Major,0.0364,177.935,3-Apr,0.405,Blues
57414.0,Etta James,Girl Of My Dreams - Single Version,33.0,0.825,0.565,145600.0,0.3829999999999999,0.0,D#,0.127,-6.9270000000000005,Major,0.0349,141.653,3-Apr,0.614,Blues
34430.0,"Crosby, Stills, Nash & Young",What Are Their Names? - Live,28.0,0.828,0.636,148493.0,,0.0,A,0.944,-13.587,Minor,0.24,114.69,4-Apr,0.252,Blues
67610.0,Alex Chilton,Oogum Boogum,29.0,0.0216,0.775,206840.0,0.665,1.54e-06,A#,0.13,-10.313,Major,0.0373,116.662,4-Apr,0.965,Blues
88754.0,empty_field,Been Caught Stealing,,0.0146,,-1.0,0.9,0.0706,G,0.296,,Major,0.105,103.625,4-Apr,0.616,Blues
88405.0,Santana,Little Wing,40.0,0.1009999999999999,0.56,292307.0,0.82,0.00021,E,0.132,-5.792999999999999,Minor,0.0512,137.002,4-Apr,0.42,Blues
45147.0,Millie Jackson,(If Loving You Is Wrong) I Don't Want To Be Right,32.0,0.0559,0.519,237800.0,0.4579999999999999,0.0,E,0.162,-11.702,Minor,0.0585,131.697,4-Apr,0.3279999999999999,Blues
73327.0,Badfinger,I Miss You,0.0,0.903,0.291,155107.0,0.16,0.0987,A,0.308,,Minor,0.0291,83.666,4-Apr,0.1639999999999999,Blues
60579.0,Galactic,Into The Deep (feat. Macy Gray),49.0,0.0202,0.579,222853.0,0.5670000000000001,1e-06,A#,0.246,-6.287999999999999,Major,0.0314,136.06,4-Apr,0.215,Blues
63399.0,Joe Bonamassa,Redemption,,0.073,0.431,357093.0,,0.06,G,0.293,-7.42,Major,0.0338,148.335,4-Apr,0.192,Blues
67242.0,Lincoln Durham,Creeper,25.0,0.0597,,221213.0,0.716,1.4499999999999998e-05,E,0.1009999999999999,-10.005,Minor,0.0823,?,4-Apr,0.569,Blues
56328.0,J.J. Cale,Crying,32.0,0.386,0.8690000000000001,155827.0,0.275,0.0954,C,0.162,-21.829,Major,0.0906,97.375,4-Apr,0.904,Blues
38253.0,Papa Charlie Jackson,Ash Tray Blues,42.0,0.987,,178730.0,0.212,0.0298,G,0.114,-16.887999999999998,Major,0.0948,121.146,4-Apr,0.7809999999999999,Blues
59870.0,Gary Clark Jr.,Can't Sleep,36.0,0.0181,0.73,227640.0,0.61,0.0,E,0.465,-4.736000000000001,Minor,0.0434,121.96700000000001,4-Apr,0.8009999999999999,Blues
56738.0,,Breaking Down The Door,48.0,0.275,0.723,-1.0,0.938,3.07e-06,D,0.217,-1.149,Minor,0.188,103.015,4-Apr,0.865,Blues
69406.0,The Dead Weather,Rocking Horse,30.0,0.0652,0.5579999999999999,179133.0,0.784,0.00027,E,0.245,-6.694,Minor,0.0812,127.042,4-Apr,0.429,Blues
40128.0,Al Green,Full of Fire,37.0,0.252,0.7709999999999999,315000.0,0.563,0.00323,D,0.133,-10.722,Minor,0.0284,113.915,4-Apr,0.884,Blues
90593.0,The Intruders,I'll Always Love My Mama,37.0,0.0601,0.682,395560.0,0.838,0.0,C#,0.599,,Minor,0.0634,119.619,4-Apr,0.856,Blues
31170.0,The Spits,All I Want,33.0,0.0826,0.249,80573.0,0.975,0.6970000000000001,D,0.895,-3.866,Major,0.0967,173.092,4-Apr,0.27,Blues
23081.0,Jerry Butler,Only The Strong Survive - Single Version,26.0,0.775,0.428,158240.0,0.444,0.0,G,0.341,-11.172,Major,0.0495,121.926,4-Apr,0.884,Blues
21608.0,Shemekia Copeland,I Feel A Sin Coming On,32.0,0.13,0.6,232347.0,0.489,9.57e-05,D#,0.119,-6.775,Major,0.0307,121.961,3-Apr,0.365,Blues
47413.0,Cream,Sitting On Top Of The World,39.0,0.1369999999999999,0.382,301267.0,0.3339999999999999,0.481,G,0.0762,-12.835,Major,0.0289,133.36,3-Apr,0.546,Blues
46630.0,Robin Trower,Day of the Eagle - 2007 Remaster,40.0,0.00555,0.3929999999999999,302587.0,0.773,0.0459,F#,0.317,-7.922000000000001,Minor,0.036,131.749,4-Apr,0.561,Blues
81489.0,,Taqkal Tarha,,0.5820000000000001,0.58,239653.0,0.8340000000000001,0.209,F#,0.105,-8.763,Major,0.166,101.01700000000001,3-Apr,0.591,Blues
64522.0,Leon Russell,Out In The Woods,37.0,0.179,0.492,217773.0,0.525,0.0,A,0.0642,-14.665,Major,0.0335,159.952,4-Apr,0.937,Blues
69646.0,Blue Öyster Cult,Sole Survivor,39.0,0.267,0.632,246640.0,0.565,0.0,A,0.0816,-9.948,Minor,0.0328,90.79,4-Apr,0.462,Blues
66601.0,,Spanish Castle Magic,48.0,0.0504,0.405,183320.0,,0.0918,F,0.805,-5.292999999999999,Minor,0.0671,130.856,5-Apr,0.805,Blues
32389.0,,Like a Bad Girl Should,33.0,0.0348,0.55,185427.0,0.848,0.0791,B,0.153,-5.608,Minor,0.0491,108.84200000000001,4-Apr,0.802,Blues
31478.0,The Outlaws,Girl from Ohio - Live,28.0,0.144,0.528,307907.0,0.7190000000000001,0.0,A,0.955,,Major,0.03,117.036,4-Apr,0.519,Blues
37976.0,Jimmy Smith,I Just Wanna Make Love To You,,0.166,,234400.0,0.675,0.000334,C,0.349,-7.557,Major,0.054,116.602,4-Apr,0.8079999999999999,Blues
44873.0,The Gun Club,She's Like Heroin to Me,,0.0003259999999999,0.452,155200.0,0.897,4.19e-05,E,0.175,-8.763,Minor,0.0754,120.84899999999999,4-Apr,0.617,Blues
60722.0,Gov't Mule,Stone Cold Rage,30.0,0.0137,0.295,360693.0,0.913,0.0233,E,0.14,-2.93,Major,0.0685,171.615,4-Apr,0.665,Blues
44582.0,White Denim,Just Dropped In (To See What Condition My Condition Is In),36.0,0.195,0.764,-1.0,0.7440000000000001,0.000198,D,0.123,-8.52,Major,0.0327,121.15899999999999,4-Apr,0.7979999999999999,Blues
69741.0,The Black Crowes,Thick N' Thin,32.0,0.000362,,161933.0,0.951,0.0018,C,0.356,-4.947,Major,0.0558,98.223,4-Apr,0.785,Blues
51756.0,Joe Bonamassa,Black Lung Heartache,37.0,0.0947,0.598,254133.0,0.763,0.00764,C,0.356,-6.629,Major,0.0249,87.994,4-Apr,0.3379999999999999,Blues
43752.0,,Trouble Is...,23.0,6.99e-05,0.422,237573.0,0.866,0.893,G,0.031,-6.752000000000001,Minor,0.0447,120.948,4-Apr,0.742,Blues
63239.0,Wishbone Ash,Blowin' Free,35.0,0.00205,0.425,319027.0,0.521,0.0108,D,0.0981,-8.931000000000001,Major,0.0339,134.418,4-Apr,0.15,Blues
50484.0,Eric Clapton,"Signe - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",42.0,0.374,,209413.0,0.565,0.8,A,0.955,-15.274,Major,0.0794,88.52,4-Apr,0.797,Blues
45404.0,JJ Grey & Mofro,Brave Lil' Fighter,25.0,0.0168,0.613,336213.0,,0.0479,G,0.0753,-5.234,Minor,0.0439,115.046,4-Apr,0.665,Blues
39214.0,Clutch,Ship Of Gold,31.0,0.00613,0.39,262547.0,0.957,0.00418,G,0.145,-5.297999999999999,Major,0.0654,92.52799999999999,4-Apr,0.624,Blues
46304.0,Jimi Hendrix,Who Knows - Live At The Fillmore East,41.0,0.0147,0.5710000000000001,236080.0,0.631,0.7509999999999999,B,0.204,-10.352,Major,0.0399,84.71,4-Apr,0.713,Blues
30947.0,The Jon Spencer Blues Explosion,Wax Dummy,24.0,0.00115,0.445,189882.0,0.9,0.0002399999999999,A#,0.0331,,Major,0.128,112.494,4-Apr,0.365,Blues
22090.0,Phish,Julius - Live,25.0,0.0173,0.341,509987.0,0.906,0.0425,G,0.915,-7.0360000000000005,Major,0.0745,82.51,4-Apr,0.4529999999999999,Blues
